Date,Currency,Rate,Scrape time
11-11-2025,CAD,92.9253,2025-11-11
11-11-2025,DKK,20.1841,2025-11-11
11-11-2025,SEK,13.7036,2025-11-11
11-11-2025,NOK,12.8767,2025-11-11
11-11-2025,AED,35.4966,2025-11-11
11-11-2025,SAR,34.7631,2025-11-11
11-11-2025,KWD,424.4793,2025-11-11
11-11-2025,TND,44.1925,2025-11-11
11-11-2025,MAD,14.0707,2025-11-11
11-11-2025,LYD,23.892,2025-11-11
11-11-2025,MRU,3.2701,2025-11-11
11-11-2025,SDR,177.1292,2025-11-11
12-11-2025,USD,130.2804,2025-11-12
12-11-2025,EUR,150.9038,2025-11-12
12-11-2025,GBP,171.3539,2025-11-12
12-11-2025,JPY,84.185,2025-11-12
12-11-2025,CNY,18.3039,2025-11-12
12-11-2025,CHF,162.9218,2025-11-12
12-11-2025,CAD,93.001,2025-11-12
12-11-2025,DKK,20.2065,2025-11-12
12-11-2025,SEK,13.776,2025-11-12
12-11-2025,NOK,12.9626,2025-11-12
12-11-2025,AED,35.4702,2025-11-12
12-11-2025,SAR,34.7378,2025-11-12
12-11-2025,KWD,424.1589,2025-11-12
12-11-2025,TND,44.2161,2025-11-12
12-11-2025,MAD,14.0482,2025-11-12
12-11-2025,LYD,23.8733,2025-11-12
12-11-2025,MRU,3.2677,2025-11-12
12-11-2025,SDR,176.9956,2025-11-12
13-11-2025,USD,130.1645,2025-11-13
13-11-2025,EUR,151.1861,2025-11-13
13-11-2025,GBP,171.0216,2025-11-13
13-11-2025,JPY,84.1182,2025-11-13
13-11-2025,CNY,18.339,2025-11-13
13-11-2025,CHF,163.4925,2025-11-13
13-11-2025,CAD,93.0178,2025-11-13
13-11-2025,DKK,20.2446,2025-11-13
13-11-2025,SEK,13.8205,2025-11-13
13-11-2025,NOK,12.9306,2025-11-13
13-11-2025,AED,35.4382,2025-11-13
13-11-2025,SAR,34.7069,2025-11-13
13-11-2025,KWD,424.3342,2025-11-13
13-11-2025,TND,44.0713,2025-11-13
13-11-2025,MAD,14.0182,2025-11-13
13-11-2025,LYD,23.8549,2025-11-13
13-11-2025,MRU,3.2648,2025-11-13
13-11-2025,SDR,176.8121,2025-11-13
14-11-2025,USD,130.0835,2025-11-14
14-11-2025,EUR,151.3457,2025-11-14
14-11-2025,GBP,170.7805,2025-11-14
14-11-2025,JPY,84.1502,2025-11-14
14-11-2025,CNY,18.3222,2025-11-14
14-11-2025,CHF,164.5169,2025-11-14
14-11-2025,CAD,92.6488,2025-11-14
14-11-2025,DKK,20.2616,2025-11-14
14-11-2025,SEK,13.7836,2025-11-14
14-11-2025,NOK,12.9347,2025-11-14
14-11-2025,AED,35.42,2025-11-14
14-11-2025,SAR,34.689,2025-11-14
14-11-2025,KWD,424.0701,2025-11-14
14-11-2025,TND,44.1868,2025-11-14
14-11-2025,MAD,14.0414,2025-11-14
14-11-2025,LYD,23.8453,2025-11-14
14-11-2025,MRU,3.2627,2025-11-14
14-11-2025,SDR,176.9232,2025-11-14
14-11-2025,USD,130.0835,2025-11-15
14-11-2025,EUR,151.3457,2025-11-15
14-11-2025,GBP,170.7805,2025-11-15
14-11-2025,JPY,84.1502,2025-11-15
14-11-2025,CNY,18.3222,2025-11-15
14-11-2025,CHF,164.5169,2025-11-15
14-11-2025,CAD,92.6488,2025-11-15
14-11-2025,DKK,20.2616,2025-11-15
14-11-2025,SEK,13.7836,2025-11-15
14-11-2025,NOK,12.9347,2025-11-15
14-11-2025,AED,35.42,2025-11-15
14-11-2025,SAR,34.689,2025-11-15
14-11-2025,KWD,424.0701,2025-11-15
14-11-2025,TND,44.1868,2025-11-15
14-11-2025,MAD,14.0414,2025-11-15
14-11-2025,LYD,23.8453,2025-11-15
14-11-2025,MRU,3.2627,2025-11-15
14-11-2025,SDR,176.9232,2025-11-15
14-11-2025,USD,130.0835,2025-11-16
14-11-2025,EUR,151.3457,2025-11-16
14-11-2025,GBP,170.7805,2025-11-16
14-11-2025,JPY,84.1502,2025-11-16
14-11-2025,CNY,18.3222,2025-11-16
14-11-2025,CHF,164.5169,2025-11-16
14-11-2025,CAD,92.6488,2025-11-16
14-11-2025,DKK,20.2616,2025-11-16
14-11-2025,SEK,13.7836,2025-11-16
14-11-2025,NOK,12.9347,2025-11-16
14-11-2025,AED,35.42,2025-11-16
14-11-2025,SAR,34.689,2025-11-16
14-11-2025,KWD,424.0701,2025-11-16
14-11-2025,TND,44.1868,2025-11-16
14-11-2025,MAD,14.0414,2025-11-16
14-11-2025,LYD,23.8453,2025-11-16
14-11-2025,MRU,3.2627,2025-11-16
14-11-2025,SDR,176.9232,2025-11-16
17-11-2025,USD,130.1761,2025-11-17
17-11-2025,EUR,151.1215,2025-11-17
17-11-2025,GBP,171.4875,2025-11-17
17-11-2025,JPY,84.1502,2025-11-17
17-11-2025,CNY,18.3236,2025-11-17
17-11-2025,CHF,164.0118,2025-11-17
17-11-2025,CAD,92.8603,2025-11-17
17-11-2025,DKK,20.2422,2025-11-17
17-11-2025,SEK,13.7829,2025-11-17
17-11-2025,NOK,12.9029,2025-11-17
17-11-2025,AED,35.4414,2025-11-17
17-11-2025,SAR,34.7118,2025-11-17
17-11-2025,KWD,424.372,2025-11-17
17-11-2025,TND,44.2505,2025-11-17
17-11-2025,MAD,14.0848,2025-11-17
17-11-2025,LYD,23.8623,2025-11-17
17-11-2025,MRU,3.2651,2025-11-17
17-11-2025,SDR,177.1142,2025-11-17
18-11-2025,USD,130.1878,2025-11-18
18-11-2025,EUR,151.109,2025-11-18
18-11-2025,GBP,171.4577,2025-11-18
18-11-2025,JPY,83.9949,2025-11-18
18-11-2025,CNY,18.3051,2025-11-18
18-11-2025,CHF,163.8819,2025-11-18
18-11-2025,CAD,92.7099,2025-11-18
18-11-2025,DKK,20.2251,2025-11-18
18-11-2025,SEK,13.731,2025-11-18
18-11-2025,NOK,12.8532,2025-11-18
18-11-2025,AED,35.4451,2025-11-18
18-11-2025,SAR,34.714,2025-11-18
18-11-2025,KWD,424.4101,2025-11-18
18-11-2025,TND,44.1652,2025-11-18
18-11-2025,MAD,14.1036,2025-11-18
18-11-2025,LYD,23.8787,2025-11-18
18-11-2025,MRU,3.2654,2025-11-18
18-11-2025,SDR,177.039,2025-11-18
19-11-2025,USD,130.3036,2025-11-19
19-11-2025,EUR,150.8916,2025-11-19
19-11-2025,GBP,171.2044,2025-11-19
19-11-2025,JPY,83.7885,2025-11-19
19-11-2025,CNY,18.328,2025-11-19
19-11-2025,CHF,163.0222,2025-11-19
19-11-2025,CAD,93.084,2025-11-19
19-11-2025,DKK,20.2043,2025-11-19
19-11-2025,SEK,13.7595,2025-11-19
19-11-2025,NOK,12.8954,2025-11-19
19-11-2025,AED,35.4761,2025-11-19
19-11-2025,SAR,34.7458,2025-11-19
19-11-2025,KWD,424.3726,2025-11-19
19-11-2025,TND,44.2037,2025-11-19
19-11-2025,MAD,14.1162,2025-11-19
19-11-2025,LYD,23.8948,2025-11-19
19-11-2025,MRU,3.2683,2025-11-19
19-11-2025,SDR,177.014,2025-11-19
20-11-2025,USD,130.6164,2025-11-20
20-11-2025,EUR,150.4113,2025-11-20
20-11-2025,GBP,170.6289,2025-11-20
20-11-2025,JPY,83.0233,2025-11-20
20-11-2025,CNY,18.3553,2025-11-20
20-11-2025,CHF,161.9446,2025-11-20
20-11-2025,CAD,92.896,2025-11-20
20-11-2025,DKK,20.1393,2025-11-20
20-11-2025,SEK,13.6703,2025-11-20
20-11-2025,NOK,12.8103,2025-11-20
20-11-2025,AED,35.5651,2025-11-20
20-11-2025,SAR,34.8274,2025-11-20
20-11-2025,KWD,424.9761,2025-11-20
20-11-2025,TND,44.234,2025-11-20
20-11-2025,MAD,14.1225,2025-11-20
20-11-2025,LYD,23.9447,2025-11-20
20-11-2025,MRU,3.2877,2025-11-20
20-11-2025,SDR,177.3867,2025-11-20
21-11-2025,USD,130.4831,2025-11-21
21-11-2025,EUR,150.6754,2025-11-21
21-11-2025,GBP,170.7894,2025-11-21
21-11-2025,JPY,83.3093,2025-11-21
21-11-2025,CNY,18.3478,2025-11-21
21-11-2025,CHF,162.2622,2025-11-21
21-11-2025,CAD,92.5872,2025-11-21
21-11-2025,DKK,20.1733,2025-11-21
21-11-2025,SEK,13.65,2025-11-21
21-11-2025,NOK,12.737,2025-11-21
21-11-2025,AED,35.5264,2025-11-21
21-11-2025,SAR,34.7918,2025-11-21
21-11-2025,KWD,424.7497,2025-11-21
21-11-2025,TND,44.0755,2025-11-21
21-11-2025,MAD,14.0436,2025-11-21
21-11-2025,LYD,23.839,2025-11-21
21-11-2025,MRU,3.2843,2025-11-21
21-11-2025,SDR,176.6707,2025-11-21
21-11-2025,USD,130.4831,2025-11-22
21-11-2025,EUR,150.6754,2025-11-22
21-11-2025,GBP,170.7894,2025-11-22
21-11-2025,JPY,83.3093,2025-11-22
21-11-2025,CNY,18.3478,2025-11-22
21-11-2025,CHF,162.2622,2025-11-22
21-11-2025,CAD,92.5872,2025-11-22
21-11-2025,DKK,20.1733,2025-11-22
21-11-2025,SEK,13.65,2025-11-22
21-11-2025,NOK,12.737,2025-11-22
21-11-2025,AED,35.5264,2025-11-22
21-11-2025,SAR,34.7918,2025-11-22
21-11-2025,KWD,424.7497,2025-11-22
21-11-2025,TND,44.0755,2025-11-22
21-11-2025,MAD,14.0436,2025-11-22
21-11-2025,LYD,23.839,2025-11-22
21-11-2025,MRU,3.2843,2025-11-22
21-11-2025,SDR,176.6707,2025-11-22
21-11-2025,USD,130.4831,2025-11-23
21-11-2025,EUR,150.6754,2025-11-23
21-11-2025,GBP,170.7894,2025-11-23
21-11-2025,JPY,83.3093,2025-11-23
21-11-2025,CNY,18.3478,2025-11-23
21-11-2025,CHF,162.2622,2025-11-23
21-11-2025,CAD,92.5872,2025-11-23
21-11-2025,DKK,20.1733,2025-11-23
21-11-2025,SEK,13.65,2025-11-23
21-11-2025,NOK,12.737,2025-11-23
21-11-2025,AED,35.5264,2025-11-23
21-11-2025,SAR,34.7918,2025-11-23
21-11-2025,KWD,424.7497,2025-11-23
21-11-2025,TND,44.0755,2025-11-23
21-11-2025,MAD,14.0436,2025-11-23
21-11-2025,LYD,23.839,2025-11-23
21-11-2025,MRU,3.2843,2025-11-23
21-11-2025,SDR,176.6707,2025-11-23
21-11-2025,USD,130.4831,2025-11-23
21-11-2025,EUR,150.6754,2025-11-23
21-11-2025,GBP,170.7894,2025-11-23
21-11-2025,JPY,83.3093,2025-11-23
21-11-2025,CNY,18.3478,2025-11-23
21-11-2025,CHF,162.2622,2025-11-23
21-11-2025,CAD,92.5872,2025-11-23
21-11-2025,DKK,20.1733,2025-11-23
21-11-2025,SEK,13.65,2025-11-23
21-11-2025,NOK,12.737,2025-11-23
21-11-2025,AED,35.5264,2025-11-23
21-11-2025,SAR,34.7918,2025-11-23
21-11-2025,KWD,424.7497,2025-11-23
21-11-2025,TND,44.0755,2025-11-23
21-11-2025,MAD,14.0436,2025-11-23
21-11-2025,LYD,23.839,2025-11-23
21-11-2025,MRU,3.2843,2025-11-23
21-11-2025,SDR,176.6707,2025-11-23
